"日期
/Date",温室最高温度/Tmax (℃),温室最低温度/Tmin (℃),温室24小时均温/T24hs-Avg (℃),温室日间均温/Td-Avg (℃),温室夜间均温/Tn-Avg (℃),最高相对湿度/RHmax (%),最低相对湿度/RHmin (%),24小时平均相对湿度/RH24hs-Avg (%),日间平均相对湿度/RHd-Avg (%),夜间平均相对湿度/RHn-Avg (%),"最高湿度差
/HDmax (g/m3)","最低湿度差
/HDmin (g/m3)","24小时平均湿度差
/HD24hs-Avg (g/m3)","日间平均湿度差
/HDd-Avg (g/m3)","夜间平均湿度差
/HDn-Avg (g/m3)","最高CO2浓度
/CO2 Max (ppm)","最低CO2浓度
/CO2 Min (ppm)","24小时平均CO2浓度
/CO2 24hs-Avg (ppm)","日间平均CO2浓度
/CO2 d-Avg (ppm)","夜间平均CO2浓度
/CO2 n-Avg (ppm)",轨道加热日间管温/Railpipe Td (℃),轨道加热夜间管温/Railpipe Tn (℃),作物加热日间管温/Growpipe Td (℃),作物加热夜间管温/Growpipe Tn (℃),"遮阴幕布启用时长
/Shading Screen Duration (hs)","保温幕布启用时长
/Energy Screen Duration (hs)",OT
12/20/2022,23.8 ,13.1 ,17.0 ,20.1 ,14.9 ,93.0 ,68.0 ,83.0 ,89.0 ,79.0 ,4.8 ,1.0 ,2.9 ,2.0 ,2.7 ,693 ,452 ,606 ,561 ,637 ,41.3 ,30.9 ,33.9 ,30.1 ,15.50 ,21.15 ,2759.68
12/21/2022,25.3 ,13.4 ,17.1 ,20.5 ,14.8 ,91.0 ,66.0 ,79.0 ,83.0 ,77.0 ,5.2 ,1.2 ,3.1 ,3.1 ,3.0 ,693 ,452 ,606 ,685 ,622 ,37.7 ,30.2 ,34.5 ,30.6 ,15.20 ,16.00 ,1854.92
12/22/2022,25.6 ,13.2 ,17.0 ,20.4 ,14.9 ,93.0 ,61.0 ,76.0 ,83.0 ,72.0 ,6,0.9 ,3.4 ,3.2 ,3.6 ,649 ,311 ,511 ,418 ,575 ,43.1 ,32.5 ,36.2 ,31.2 ,15.15 ,15.50 ,2790
12/23/2022,25.5 ,12.7 ,17.2 ,20.8 ,14.7 ,94.0 ,56.0 ,73.0 ,83.0 ,67.0 ,6.8 ,0.7 ,3.8 ,3.2 ,4.2 ,644 ,262 ,501 ,392 ,576 ,43.1 ,32.2 ,34.9 ,31.8 ,15.15 ,15.50 ,5946
12/24/2022,26.4 ,13.3 ,17.2 ,21.0 ,14.7 ,93.0 ,60.0 ,75.0 ,81.0 ,71.0 ,6.1 ,0.9 ,3.6 ,3.4 ,3.6 ,679 ,258 ,525 ,409 ,605 ,50.5 ,30.3 ,35.7 ,31.7 ,15.20 ,15.55 ,6328
12/25/2022,25.4 ,13.1 ,17.2 ,20.8 ,14.8 ,92,62.0 ,81.0 ,82.0 ,81.0 ,5.7 ,1.1 ,2.8 ,3.3 ,2.4 ,694 ,277 ,543 ,429 ,620 ,37.7 ,23.1 ,33.8 ,31.0 ,15.15 ,15.55 ,5813
12/26/2022,25.5 ,12.3 ,17.3 ,20.7 ,15.0 ,92.0 ,62.0 ,77.0 ,83.0 ,73.0 ,6.2 ,1.0 ,3.4 ,3.3 ,3.5 ,929 ,387 ,626 ,584 ,654 ,35.4 ,35.3 ,32.2 ,32.8 ,15.30 ,16.05 ,7151
12/27/2022,22.8 ,11.6 ,16.3 ,18.5 ,14.8 ,91.0 ,57.0 ,77.0 ,82.0 ,74.0 ,6.2 ,1.0 ,3.2 ,3.0 ,3.3 ,904 ,529 ,660 ,557 ,662 ,43.1 ,35.8 ,36.6 ,33.7 ,15.45 ,16.05 ,5954
12/28/2022,25.5 ,11.7 ,17.6 ,20.7 ,15.5 ,89.0 ,59.0 ,75.0 ,82.0 ,70.0 ,5.9 ,1.3 ,3.7 ,3.3 ,4.0 ,722 ,278 ,565 ,467 ,632 ,42.8 ,40.9 ,34.1 ,33.8 ,15.10 ,15.30 ,5488
12/29/2022,25.3 ,13.8 ,17.5 ,20.2 ,15.7 ,92.0 ,61.0 ,75.0 ,83.0 ,70.0 ,5.5 ,1.3 ,3.6 ,3.0 ,4.0 ,748 ,293 ,572 ,502 ,621 ,41.2 ,42.5 ,39.0 ,33.1 ,15.30 ,15.50 ,5742
12/30/2022,26.4 ,13.4 ,18.0 ,21.2 ,15.8 ,89.0 ,64.0 ,76.0 ,81.0 ,73.0 ,6.2 ,1.6 ,3.7 ,3.7 ,3.7 ,821 ,382 ,612 ,543 ,660 ,41.1 ,43.9 ,34.7 ,43.9 ,15.30 ,15.20 ,4816
12/31/2022,25.7 ,13.8 ,17.9 ,21.1 ,15.7 ,91.0 ,67.0 ,80.0 ,83.0 ,78.0 ,5.4 ,1.1 ,3.1 ,3.3 ,3.0 ,739 ,318 ,603 ,500 ,674 ,43.1 ,42.4 ,36.1 ,42.3 ,15.35 ,16.00 ,6777
1/1/2023,25.4 ,13.7 ,17.7 ,20.6 ,15.8 ,92.0 ,72.0 ,84.0 ,85.0 ,83.0 ,5.1 ,1.0 ,2.5 ,2.8 ,2.3 ,737 ,289 ,577 ,520 ,633 ,40.8 ,40.8 ,36.8 ,39.2 ,15.25 ,15.45 ,7036
1/2/2023,25.8 ,13.3 ,17.6 ,21.1 ,15.2 ,92.0 ,69.0 ,83.0 ,85.0 ,82.0 ,5.0 ,1.1 ,2.6 ,3.0 ,2.3 ,689 ,306 ,560 ,470 ,622 ,33.9 ,33.3 ,35.4 ,40.2 ,15.25 ,15.45 ,7429
1/3/2023,25.7 ,12.9 ,18.0 ,21.1 ,15.8 ,93.0 ,73.0 ,86.0 ,86.0 ,87.0 ,4.9 ,0.9 ,2.2 ,2.8 ,1.8 ,765 ,311 ,607 ,488 ,689 ,37.1 ,31.2 ,35.8 ,38.5 ,15.30 ,15.50 ,6620
1/4/2023,23.5,12.3,16.6,20.1,14.2,93,81,87,86,88,3.8,0.9,1.8,2.4,1.4,779 ,342 ,622 ,553 ,671 ,29.4 ,24.0 ,32.9 ,40.6 ,16.25 ,16.45 ,6778
1/5/2023,23.8 ,13.1 ,16.9 ,20.0 ,14.7 ,96.0 ,73.0 ,89.0 ,86.0 ,91.0 ,4.8 ,0.4 ,1.8 ,2.6 ,1.2 ,772 ,333 ,648 ,539 ,724 ,35.8,25.5 ,35.8 ,39.5 ,15.10 ,15.45 ,5013
1/6/2023,25.9 ,13.4 ,17.4 ,21.3 ,14.7 ,94.0 ,75.0 ,88.0 ,84.0 ,90.0 ,5.1 ,0.7 ,2.0 ,3.2 ,1.2 ,761 ,282 ,569 ,483 ,629 ,38.5 ,23.1 ,36.7 ,39.3 ,14.50 ,15.15 ,5216
1/7/2023,26.2 ,12.9 ,18.0 ,21.4 ,15.6 ,93.0 ,66.0 ,86.0 ,81.0 ,90.0 ,6.8 ,0.9 ,2.3 ,3.6 ,1.3 ,737 ,347 ,590 ,492 ,659 ,31.5 ,30.4 ,34.0 ,43.2 ,13.05 ,13.20 ,4909
1/8/2023,24.4 ,13.2 ,17.1 ,20.5 ,14.7 ,92.0 ,72.0 ,87.0 ,84.0 ,89.0 ,5.1 ,0.9 ,2.0 ,3.0 ,1.3 ,735 ,377 ,621 ,531 ,684 ,29.6 ,25.2 ,34.1 ,42.5 ,13.55 ,14.20 ,4258
1/9/2023,25.5,11.4 ,16.7 ,20.4 ,14.2 ,91.0 ,69.0 ,82.0 ,81.0 ,84.0 ,6.1 ,1.1 ,2.7 ,3.7 ,2.0 ,1082 ,404 ,619 ,610 ,626 ,39.6 ,26.9 ,36.2 ,42.2 ,13.40 ,14.00 ,4911
1/10/2023,25.4 ,13.3,16.9 ,21.0 ,14.0 ,92.0 ,60.0 ,85.0 ,83.0 ,86.0 ,5.7 ,1.1 ,2.3 ,3.3 ,1.6 ,785 ,389 ,631 ,582 ,665 ,36.6 ,25.7 ,35.0 ,41.8 ,13.35 ,13.55 ,4785
1/11/2023,23.8 ,12.7 ,16.7 ,19.9 ,14.5 ,93.0 ,75.0 ,87.0 ,85.0 ,89.0 ,4.4 ,0.8 ,1.9 ,2.7 ,1.3 ,754 ,488 ,641 ,618 ,657 ,32.7 ,23.6 ,32.3 ,41.0 ,13.30 ,13.55 ,5726
1/12/2023,23.4 ,13.8 ,16.8 ,19.8 ,14.7 ,97.0 ,79.0 ,92.0 ,87.0 ,95.0 ,4.2 ,0.4 ,1.3 ,2.3 ,0.6 ,751 ,548 ,663 ,629 ,688 ,32.3 ,21.3 ,32.1 ,22.0 ,13.30 ,13.50 ,6922
1/13/2023,21.1 ,11.6 ,15.5 ,18.2 ,13.6 ,96.0 ,83.0 ,91.0 ,92.0 ,91.0 ,2.3 ,0.5 ,1.2,1.2 ,1.1 ,755 ,627 ,687 ,713 ,669 ,35.0 ,26.7 ,34.9 ,28.0 ,15.25 ,19.35 ,6994
1/14/2023,21.2 ,9.7 ,15.3 ,17.5 ,13.7 ,94.0 ,68.0 ,80.0 ,86.0 ,76.0 ,4.1 ,0.6 ,2.6 ,2.1 ,2.9 ,642 ,279 ,509 ,447 ,553 ,43.9 ,33.6 ,39.2 ,31.5,14.40 ,17.45 ,6570
1/15/2023,25.5 ,11.6 ,16.7 ,20.3 ,14.1 ,91.0 ,63.0 ,77.0 ,81.0 ,74.0 ,5.4 ,1.0 ,3.3 ,3.5 ,3.1 ,675 ,449 ,581 ,540 ,611 ,38.8 ,35.4 ,33.8 ,32.8 ,14.00 ,14.35 ,6440
1/16/2023,24.7 ,12.8 ,16.9 ,20.4 ,14.4 ,97.0 ,73.0 ,88.0 ,82.0 ,92.0 ,5.0 ,0.3 ,1.9 ,3.3 ,1.0 ,709 ,507 ,637 ,614 ,654 ,36.5 ,24.0 ,36.9 ,24.8 ,15.00 ,15.20 ,4909
1/17/2023,24.3 ,12.1 ,17.1 ,20.8 ,14.4 ,95.0 ,69.0 ,83.0 ,82,84.0 ,5.3 ,0.7 ,2.6 ,3.4 ,2.0 ,726 ,528 ,651 ,629 ,667 ,33.0 ,29.7 ,36.9 ,28.9 ,14.40 ,15.00 ,6231
1/18/2023,25.6 ,12.5 ,17.3 ,21.4 ,14.4 ,91.0 ,68.0 ,83.0 ,79.0 ,85.0 ,5.7 ,1.0 ,2.7 ,4.0 ,1.8 ,736 ,527 ,643 ,630 ,653 ,33.8 ,26.0 ,34.2 ,25.5 ,14.55 ,15.15 ,5318
1/19/2023,30.1 ,12.2 ,17.4 ,21.5 ,14.4 ,91.0 ,70.0 ,83.0 ,82.0 ,84.0 ,9.5 ,1.0 ,2.6 ,3.5 ,2.0 ,786 ,409 ,609 ,585 ,626 ,34.2 ,30.1 ,28.5 ,27.1 ,15.10 ,15.30 ,5468
1/20/2023,25.3 ,12.1 ,17.3 ,21.3 ,14.3 ,91.0 ,72.0 ,84.0 ,80.0 ,86.0 ,5.6 ,1.0 ,2.6 ,3.9 ,1.7 ,717 ,510 ,636 ,626 ,642 ,34.6 ,29.0 ,30.4 ,27.0 ,15.05 ,15.20 ,4944
1/21/2023,25.5 ,12.8 ,17.2 ,21.2 ,14.4 ,95.0 ,77.0 ,89.0 ,84.0 ,92.0 ,5.2 ,0.6 ,1.8 ,3.1 ,0.9 ,746 ,544 ,658 ,636 ,675 ,34.3 ,24.7 ,28.5 ,21.9 ,14.50 ,15.10 ,3963
1/22/2023,23.9 ,12.6,17.0 ,20.7 ,14.2 ,93.0 ,74.0 ,89.0 ,85.0 ,91.0 ,4.7 ,0.7 ,1.8 ,2.8 ,1.1 ,760 ,549 ,655 ,648 ,660 ,31.9 ,25.3 ,27.8 ,22.4 ,15.10 ,15.25 ,4200
1/23/2023,22.4 ,11.6 ,16.1 ,18.3 ,14.5 ,96.0 ,73.0 ,86.0 ,87.0 ,84.0 ,4.3 ,0.5 ,2,2.1 ,2.0 ,719 ,296 ,538 ,518 ,552 ,36.1 ,38.6 ,32.2 ,31.3 ,17.05 ,18.55 ,2364
1/24/2023,24.6 ,11.8 ,17.2 ,20.7 ,14.5 ,92.0 ,72.0 ,83.0 ,81.0 ,85.0 ,6.0 ,1.0 ,2.6 ,3.7 ,1.8 ,812 ,497 ,626 ,624 ,627 ,37.8 ,36.6 ,34.8 ,32.7 ,15.55 ,15.55 ,3584
1/25/2023,27.5 ,12.7 ,17.6 ,21.8 ,14.4 ,92.0 ,72.0 ,83.0 ,81.0 ,85.0 ,6.0 ,1.0 ,2.6 ,3.7 ,1.8 ,812 ,497 ,626 ,624 ,627 ,37.8 ,36.6 ,34.8 ,32.7 ,15.55 ,15.55 ,4016
1/26/2023,21.7,11.7,16.1,18.7,14.2,93.0 ,71.0 ,86.0 ,89.0 ,84.0 ,4.2,0.8,1.9,1.8,1.9,720 ,369 ,564 ,524 ,593 ,40.3,32.1,37,40.7,15.40 ,16.25 ,4487
1/27/2023,26.0 ,13.1 ,17.5 ,21.6 ,14.4 ,87.0 ,66.0 ,79.0 ,79.0 ,79.0 ,5.5 ,1.8 ,3.2 ,4.1,2.5 ,818 ,499 ,632 ,634 ,631 ,33.4 ,28.7 ,32.4 ,39.2 ,14.45 ,15.05 ,4884
1/28/2023,26.3 ,12.9 ,17.8 ,22.0 ,14.7 ,90.0 ,71.0 ,79.0 ,84.0 ,75.0 ,5.6 ,1.5 ,3.2 ,3.3 ,3.1 ,749 ,509 ,641 ,629 ,650 ,32.3 ,27.9 ,32.2 ,38.8 ,14.30 ,14.45 ,4961
1/29/2023,26.7 ,13.6 ,18.2 ,22.1 ,15.2 ,83.0 ,56.0 ,75.0 ,74.0 ,76.0 ,7.5 ,2.3 ,4.0 ,5.1 ,3.2 ,801 ,528 ,681 ,692 ,672 ,30.9 ,28.2 ,30.7 ,38.7 ,14.25 ,14.45 ,2233
1/30/2023,27.6 ,13.1 ,18.8 ,22.5 ,16.0 ,91.0 ,45.0 ,71.0 ,71.0 ,81.0 ,8.1 ,1.1 ,3.9 ,5.7 ,2.6 ,804 ,529 ,529 ,693 ,673 ,31.3 ,27.0 ,31.4 ,38.5 ,13.35 ,13.55 ,2846
1/31/2023,26.6 ,13.5 ,18.6 ,22.4 ,15.7 ,91.0 ,45.0 ,89.0 ,75.0 ,100.0 ,8.1 ,1.1 ,2.1 ,4.7 ,2.6 ,787 ,540 ,676 ,676 ,676 ,34.4 ,26.3 ,32.7 ,38.3 ,14.00 ,14.25 ,5288
2/1/2023,26.6 ,13.0 ,17.8 ,21.6 ,14.9 ,91.0 ,45.0 ,100.0 ,99.0 ,100.0 ,8.1 ,1.1 ,2.1 ,4.7 ,2.6 ,822 ,509 ,627 ,621 ,631 ,39.4,26.5 ,36.3 ,38.6 ,14.55 ,15.20 ,5045
2/2/2023,25.7 ,13.3 ,18.0 ,21.7 ,15.1 ,91.0 ,45.0 ,100.0 ,99.0 ,100.0 ,7.5 ,2.3 ,2.1 ,4.7 ,2.6 ,886 ,542 ,678 ,715 ,649 ,32.2,27.2 ,32.5 ,38.7 ,14.30 ,15.05 ,5226
2/3/2023,26.8 ,12.9 ,18.1 ,22.1 ,15.0 ,91.0 ,45.0 ,99.0 ,99.0 ,100.0 ,7.5 ,2.3 ,2.1 ,4.7 ,2.6 ,844 ,527 ,664 ,691 ,643 ,31.2 ,31.2 ,31.9 ,38.6 ,14.25 ,14.45 ,5227
2/4/2023,26.3 ,13.2 ,18.2 ,22.4 ,15.1 ,91.0 ,45.0 ,77.0 ,79.0 ,75.0 ,7.2 ,2.1 ,3.7 ,4.4 ,3.2 ,814 ,557 ,687 ,692 ,683 ,31.3 ,25.9 ,31.8 ,38.3 ,14.15 ,14.35 ,4706
2/5/2023,26.6 ,14.9 ,19.2 ,23.0 ,16.1 ,89.0 ,61.0 ,79.0 ,75.0 ,83.0 ,7.4 ,1.5 ,3.6 ,5.3 ,2.3 ,802 ,518 ,678 ,690 ,668 ,31.4 ,26.2,31.6,38.1 ,13.50 ,14.10 ,5894
2/6/2023,26.4 ,13.7 ,18.7 ,22.5 ,15.7 ,87.0 ,71.0 ,79.0 ,78.0 ,79.0 ,6.0 ,1.6 ,3.5 ,4.4 ,2.9 ,826 ,551 ,677 ,707 ,654 ,32.1 ,27.1 ,31.6 ,39.6 ,12.20 ,12.45 ,4646
2/7/2023,25.1 ,13.3 ,17.7 ,21.0 ,15.0 ,96.0 ,64.0 ,81.0 ,77.0 ,84.0 ,6.2 ,0.5 ,3.0 ,4.2 ,2.1 ,808 ,485 ,673 ,657 ,686 ,32.7 ,20.4 ,32.3 ,39.0 ,13.25 ,13.55 ,4812
2/8/2023,26.5 ,12.9 ,17.8 ,21.5 ,14.8 ,90.0 ,57.0 ,79.0 ,76.0 ,81.0 ,9.0 ,1.5 ,3.4 ,4.7 ,2.4 ,723 ,511 ,634 ,636 ,632 ,27.7 ,17.8 ,32.4 ,37.6 ,12.45 ,14.40 ,6514
2/9/2023,21.4 ,13.8 ,16.8 ,19.1 ,14.9 ,94.0 ,77.0 ,88.0 ,84.0 ,90.0 ,4.1 ,0.7,1.9 ,2.6 ,1.3 ,704 ,405 ,581 ,500 ,645 ,28.4 ,17.0 ,33.1 ,37.4 ,12.55 ,13.30 ,4795
2/10/2023,25.8 ,13.4 ,17.9 ,21.8 ,14.8 ,94.0 ,70.0 ,83.0 ,80.0 ,86.0 ,5.5 ,0.9 ,2.7 ,3.9 ,1.7 ,799 ,555 ,581 ,678 ,685 ,26.0 ,17.2 ,30.7 ,33.9 ,12.55 ,13.30 ,4754
2/11/2023,27.5 ,13.5 ,18.0 ,21.9 ,14.8 ,93.0 ,67.0 ,83.0 ,78.0 ,87.0 ,7.2 ,0.9 ,2.9 ,4.4 ,1.6 ,769 ,529 ,657 ,650 ,662 ,26.6 ,16.8 ,28.7 ,26.1 ,12.20 ,12.40 ,4371
2/12/2023,19.4 ,12.9 ,15.7 ,17.5 ,14.3 ,96.0 ,78.0 ,89.0 ,88.0 ,89.0 ,3.5 ,0.5 ,1.6 ,1.8 ,1.4 ,716 ,536 ,621 ,610 ,630 ,22.8 ,16.4 ,27.2 ,25.7 ,14.20 ,22.20 ,3878
2/13/2023,27.4 ,11.4 ,18.3 ,23.0 ,14.5 ,88.0 ,65.0 ,76.0 ,76.0 ,75.0 ,7.3 ,1.8 ,4.0 ,5.1 ,3.1 ,744 ,484 ,626 ,629 ,623 ,28.3 ,23.0 ,31.5 ,29.5 ,12.10 ,11.15 ,4340
2/14/2023,27.9 ,13.2 ,17.9 ,21.8 ,14.7 ,86.0 ,69.0 ,76.0 ,76.0 ,75.0 ,7.9 ,1.9 ,3.9 ,4.8 ,3.2 ,1374 ,431 ,589 ,631 ,555 ,26.1 ,17.9 ,29.5 ,39.0 ,11.50 ,14.30 ,4093
2/15/2023,27.8 ,13.6 ,18.5 ,22.7 ,14.9 ,89.0 ,65.0 ,76.0 ,76.0 ,76.0 ,7.2 ,1.8 ,3.9 ,5.1 ,3.0 ,746 ,485 ,609 ,630 ,592 ,27.9 ,18.5 ,38.4 ,39.5 ,11.30 ,14.00 ,4645
2/16/2023,26.4 ,13.9 ,18.4 ,22.3 ,15.1 ,93.0 ,64.0 ,84.0 ,76.0 ,90.0 ,7.3 ,0.9 ,2.9 ,4.8 ,1.3 ,726 ,496 ,624 ,629 ,619 ,27.3 ,17.3 ,37.6 ,39.0 ,11.20 ,13.45 ,5183
2/17/2023,26.2 ,15.0 ,18.8 ,21.8 ,16.3 ,95.0 ,64.0 ,85.0 ,78.0 ,90.0 ,7.0 ,0.8 ,2.7 ,4.4 ,1.3 ,802 ,507 ,641 ,651 ,632 ,25.8 ,17.2 ,37.2 ,39.0 ,11.00 ,13.40 ,5955
2/18/2023,22.8 ,13.6 ,17.2 ,20.0 ,14.8 ,98.0 ,79.0 ,90.0 ,89.0 ,91.0 ,4.0 ,0.2 ,1.5 ,2.0 ,1.1 ,722 ,425 ,582 ,582 ,582 ,22.7 ,18.3 ,34.9 ,39.5 ,10.40 ,13.50 ,6069
2/19/2023,26.7 ,13.7 ,18.5 ,22.6 ,15.0 ,89.0 ,62.0 ,81.0 ,74.0 ,87.0 ,7.9 ,1.3 ,3.4 ,5.4 ,1.7 ,785 ,509 ,633 ,675 ,597 ,27.1 ,18.6 ,38.0 ,39.1 ,13.00 ,12.05 ,5260
2/20/2023,26.6 ,13.2 ,18.4 ,22.4 ,14.9 ,91.0 ,68.0 ,82.0 ,77.0 ,87.0 ,7.1 ,1.1 ,3.1 ,4.8 ,1.7 ,791 ,517 ,616 ,653 ,584 ,26.9 ,19.7 ,37.2 ,40.1 ,11.25 ,12.10 ,6102
2/21/2023,26.7 ,13.0 ,18.2 ,22.3 ,14.7 ,91.0 ,69.0 ,82.0 ,77.0 ,87.0 ,7.3 ,1.2 ,3.1 ,4.8 ,1.7 ,801 ,511 ,620 ,645 ,599 ,29.6 ,29.6 ,37.5 ,40.4 ,11.15 ,12.05 ,6031
2/22/2023,24.6 ,13.2 ,17.5 ,20.9 ,14.6 ,92.0 ,74.0 ,85.0 ,82.0 ,88.0 ,5.5 ,1.0 ,2.4 ,3.5 ,1.5 ,659 ,340 ,620 ,481 ,578 ,29.2 ,20.1 ,32.6 ,39.7 ,11.15 ,12.20 ,6582
2/23/2023,26.6 ,13.9 ,18.7 ,22.7 ,15.2 ,92.0 ,49.0 ,84.0 ,77.0 ,89.0 ,7.1 ,1.0 ,3.0 ,4.8 ,1.4 ,775 ,391 ,576 ,557 ,593 ,28.8 ,18.5 ,34.2 ,39.5 ,10.45 ,11.30 ,6930
2/24/2023,25.8 ,13.2 ,17.5 ,20.8 ,14.7 ,92.0 ,75.0 ,86.0 ,84.0 ,87.0 ,5.1 ,1.1 ,2.3 ,3.0 ,1.6 ,705 ,323 ,556 ,537 ,572 ,28.7 ,18.8 ,34.3 ,42.4 ,11.10 ,12.55 ,5812
2/25/2023,27.6 ,14.2 ,18.9 ,23.2 ,15.1 ,90.0 ,70.0 ,82.0 ,79.0 ,86.0 ,6.8 ,1.3 ,3.2 ,4.7 ,1.8 ,723 ,453 ,593 ,604 ,584 ,32.0 ,19.6 ,32.7 ,44.3 ,14.45 ,14.20 ,6278
2/26/2023,27.2 ,14.4 ,18.9 ,23.0 ,15.3 ,90.0 ,64.0 ,83.0 ,78.0 ,88.0 ,7.4 ,1.2 ,3.1 ,4.7 ,1.6 ,723 ,436 ,599 ,560 ,602 ,31.4 ,18.9 ,32.4 ,45.5 ,12.05 ,13.40 ,5754
2/27/2023,26.8 ,14.9 ,19.4 ,23.1 ,15.9 ,93.0 ,51.0 ,80.0 ,77.0 ,82.0 ,8.1 ,1.2 ,3.6 ,5.0 ,2.5 ,723 ,436 ,598 ,586 ,609 ,28.5 ,17.8 ,32.5 ,42.9 ,11.50 ,12.25 ,6024
2/28/2023,26.0 ,14.6 ,18.8 ,22.4 ,15.6 ,93.0 ,55.0 ,82.0 ,77.0 ,87.0 ,7.7 ,1.1 ,3.2 ,4.8 ,1.7 ,720 ,407 ,594 ,584 ,603 ,27.5 ,17.7 ,30.6 ,44.7 ,11.25 ,12.10 ,7030
3/1/2023,26.8 ,14.1 ,18.7 ,22.5 ,15.3 ,88.0 ,63.0 ,81.0 ,76.0 ,86.0 ,8.6 ,1.5 ,3.2 ,5.1 ,1.9 ,720 ,407 ,594 ,611 ,581 ,27.5 ,17.7 ,30.6 ,44.7 ,11.25 ,12.10 ,5101
3/2/2023,26.7 ,13.5 ,19.1 ,23.1 ,15.4 ,93.0 ,44.0 ,79.0 ,70.0 ,88.0 ,10.6 ,1.0 ,3.9 ,6.5 ,1.6 ,774 ,437 ,600 ,604 ,596 ,25.4 ,16.4 ,32.8 ,38.3 ,8.55 ,9.35 ,6922
3/3/2023,25.4 ,13.2 ,18.5 ,22.3 ,15.0 ,96.0 ,57.0 ,84.0 ,76.0 ,91.0 ,9.9 ,0.5 ,3.0 ,4.9 ,1.2 ,663 ,433 ,583 ,557 ,606 ,20.7 ,16.6 ,27.9 ,33.7 ,5.00 ,5.55 ,7815
3/4/2023,26.7 ,13.6 ,19.2 ,23.3 ,15.5 ,93.0 ,43.0 ,79.0 ,69.0 ,88.0 ,12.3 ,1.0 ,4.2 ,6.9 ,1.6 ,710 ,431 ,431 ,583 ,605 ,15.5 ,16.4 ,28.6 ,30.3 ,6.10 ,6.55 ,6594
3/5/2023,26.7 ,14.3 ,19.5 ,23.4 ,15.9 ,94.0 ,43.0 ,80.0 ,68.0 ,90.0 ,13.7 ,0.7 ,3.0 ,7.1 ,1.4 ,710 ,425 ,425 ,574 ,616 ,25.4 ,17.0 ,28.7 ,19.7 ,7.35 ,8.25 ,6411
3/6/2023,26.6 ,14.7 ,19.6 ,23.6 ,15.9 ,95.0 ,47.0 ,80.0 ,69.0 ,89.0 ,13.1 ,0.8 ,4.2 ,7.1 ,1.4 ,700 ,430 ,607 ,577 ,635 ,14.6 ,14.5 ,25.7 ,33.8 ,7.40 ,8.30 ,6729
3/7/2023,26.8 ,15.2 ,19.6 ,23.9 ,17.0 ,95.0 ,43.0 ,80.0 ,63.0 ,91.0 ,14.1 ,0.6 ,4.2 ,8.7 ,1.4 ,709 ,473 ,473 ,569 ,623 ,14.4 ,15.1 ,29.7 ,22.8 ,0.00 ,0.55 ,7015
3/8/2023,25.7 ,14.9 ,19.3 ,22.7 ,16.1 ,94.0 ,67.0 ,84.0 ,80.0 ,88.0 ,7.3 ,0.9 ,2.9 ,4.3 ,1.6 ,678 ,389 ,583 ,573 ,591 ,27.4 ,17.6 ,27.9 ,42.6 ,11.35 ,12.30 ,7610
3/9/2023,26.8 ,14.3 ,19.7 ,23.3 ,16.3 ,93.0 ,31.0 ,82.0 ,76.0 ,87.0 ,13.8 ,1.1 ,3.4 ,5.2 ,1.8 ,680 ,436 ,575 ,569 ,580 ,15.1 ,14.8 ,31.2 ,18.9 ,0.00 ,0.55 ,7623
3/10/2023,26.9 ,15.5 ,20.5 ,23.6 ,17.5 ,92.0 ,63.0 ,84.0 ,78.0 ,89.0 ,9.5 ,1.0 ,3.3 ,4.9 ,1.7 ,679 ,438 ,558 ,544 ,572 ,14.4 ,14.4 ,22.6 ,18.80 ,3.45 ,3.40 ,7709
3/11/2023,26.2 ,14.0 ,17.5 ,19.9 ,15.3 ,93.0 ,71.0 ,89.0 ,86.0 ,92.0 ,6.4 ,0.8 ,1.8 ,2.5 ,1.1 ,742 ,279 ,522 ,478 ,565 ,22.0 ,18.1 ,30.4 ,20.8 ,12.10 ,13.00 ,7194
3/12/2023,26.7 ,13.8 ,18.9 ,22.6 ,15.4 ,93.0 ,65.0 ,84.0 ,79.0 ,90.0 ,8.0 ,1.0 ,2.9 ,4.6 ,1.3 ,745 ,421 ,592 ,618 ,567 ,28.1 ,19.7 ,32.1 ,24.0 ,14.30 ,14.50 ,7213
3/13/2023,26.9 ,14.4 ,19.3 ,23.0 ,15.6 ,93.0 ,65.0 ,83.0 ,79.0 ,87.0 ,9.3 ,0.9 ,2.9 ,4.5 ,1.7 ,753 ,414 ,592 ,585 ,565 ,29.4 ,15.5 ,31.8 ,18.9 ,10.50 ,11.20 ,7952
3/14/2023,26.2 ,14.4 ,19.3 ,22.8 ,15.8 ,92.0 ,33.0 ,80.0 ,73.0 ,87.0 ,13.3 ,1.0 ,3.8 ,6.0 ,1.7 ,664 ,397 ,548 ,556 ,541 ,22.3 ,17.9 ,32.4 ,20.1 ,8.40 ,9.20 ,8103
3/15/2023,27.2 ,8.8 ,18.4 ,21.6 ,15.3 ,94.0 ,37.0 ,79.0 ,81.0 ,77.0 ,9.1 ,0.9 ,3.4 ,3.7 ,3.0 ,666 ,309 ,551 ,528 ,574 ,29.0 ,18.3 ,30.9 ,25.5 ,11.55 ,12.50 ,10432
